day,case,anchor_case,slot,DA_authorized_nodeh,source_available_nodeh,rack_feasible_nodeh,S_PLAN_nodeh,S_RESOURCE_nodeh,nominal_current_blocked_nodeh,candidate_destination_sites_racks,planning_current_leverage,preApril_electrical_sensitivity,anchor_planning_loading_pu,candidate_planning_loading_pu,critical_branch_phase,frontier_eligible,analysis_status,April_rows_used
2025-02-04,B3,B2,83,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,84,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,85,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,86,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,87,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,88,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,89,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,90,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,91,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,92,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,93,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,94,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,95,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,0,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,1,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,2,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,3,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,4,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,5,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,6,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,7,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,8,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,9,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,10,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,11,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,12,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,13,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,14,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,15,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,16,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,17,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,18,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,19,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,20,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,21,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,22,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,23,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,24,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,25,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,26,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,27,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,28,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,29,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,30,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,31,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,32,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,33,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,34,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,35,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,36,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,37,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,38,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,39,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,40,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,41,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,42,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,43,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,44,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,45,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,46,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,47,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,48,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,49,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,50,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,51,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,52,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,53,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,54,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,55,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,56,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,57,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,58,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,59,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,60,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,61,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,62,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,63,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,64,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,65,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,66,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,67,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,68,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,69,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,70,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,71,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,72,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,73,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,74,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,75,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,76,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,77,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,78,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,79,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,80,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,81,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,82,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,83,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,84,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,85,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,86,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,87,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,88,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,89,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,90,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,91,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,92,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,93,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,94,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,95,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,0,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,1,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,2,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,3,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,4,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,5,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,6,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,7,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,8,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,9,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,10,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,11,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,12,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,13,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,14,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,15,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,16,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,17,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,18,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,19,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,20,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,21,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,22,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,23,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,24,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,25,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,26,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,27,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,28,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,29,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,30,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,31,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,32,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,33,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,34,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,35,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,36,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,37,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,38,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,39,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,40,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,41,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,42,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,43,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,44,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,45,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,46,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,47,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,48,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,49,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,50,,,,,,,,,,,,,NOT_COMPUTABLE,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
